======================================================================
3-Round + Parallel Analysis (思考模式版本) - Question #3031
======================================================================

Base Thinking Mode: True
Analyst Thinking Mode: True

Title: List of Big Brother (UK) housemates
Question: name two people who both are 28 years old
Expected Answer: ['Craig Phillips', 'Tom McDermott']

----------------------------------------------------------------------
Table:
|     | Series   | Name                          |   Age | Hometown             | Occupation                                 | Status            |
|  20 | BB2      | Stuart Hosking                |    36 | Oxford               | Director of communications company         | 10th - Evicted    |
|  21 | BB2      | Penny Ellis                   |    33 | London               | Teacher                                    | 11th - Evicted    |
|  22 | BB3      | Kate Lawler                   |    22 | London               | Technical support administrator            | 1st - Winner      |
|  23 | BB3      | Jonny Regan                   |    29 | County Durham        | Firefighter                                | 2nd - Runner-up   |
|  24 | BB3      | Alex Sibley                   |    23 | London               | Model                                      | 3rd - Third Place |
|  25 | BB3      | Jade Goody                    |    20 | London               | Dental Nurse                               | 4th - Evicted     |
|  26 | BB3      | Tim Culley                    |    23 | Worcester            | Tennis coach                               | 5th - Evicted     |
|  27 | BB3      | PJ (Peter) Ellis              |    22 | Birmingham           | Student                                    | 6th - Evicted     |
|  28 | BB3      | Adele Roberts                 |    29 | Southport            | PA/DJ                                      | 7th - Evicted     |
|  29 | BB3      | Sophie Pritchard              |    24 | Buckinghamshire      | Recruitment Consultant                     | 8th - Evicted     |
|  30 | BB3      | Spencer Smith                 |    22 | Cambridge            | Ski Shop Assistant                         | 9th - Evicted     |
|  31 | BB3      | Lee Davey                     |    21 | Leicester            | Fitness Instructor                         | 10th - Evicted    |
|  32 | BB3      | Sandy Cumming                 |    43 | London               | Personal shopper/Stylist                   | 11th - Walked     |
|  33 | BB3      | Alison Hammond                |    27 | Birmingham           | Cinema Team Leader                         | 12th - Evicted    |
|  34 | BB3      | Lynne Moncrieff               |    36 | Aberdeen             | Student                                    | 13th - Evicted    |
|  35 | BB3      | Sunita Sharma                 |    25 | London               | Trainee barrister                          | 14th - Walked     |
|  36 | BB4      | Cameron Stout                 |    32 | Orkney               | Fish Trader                                | 1st - Winner      |
|  37 | BB4      | Ray Shah                      |    25 | Dublin               | IT Systems Administrator                   | 2nd - Runner-up   |
|  38 | BB4      | Scott Turner                  |    27 | Liverpool            | Waiter                                     | 3rd - Third Place |
|  39 | BB4      | Steph (Stephanie) Coldicott   |    28 | Worcester            | Visual Merchandiser                        | 4th - Evicted     |
|  40 | BB4      | Nush (Annuszka) Nowak         |    23 | Worcester            | Fine Art Student                           | 5th - Evicted     |
|  41 | BB4      | Lisa Jeynes                   |    35 | South Wales          | Shop Manager                               | 6th - Evicted     |
|  42 | BB4      | Herjendar "Gos" Gosal         |    31 | London               | Chef                                       | 7th - Evicted     |
|  43 | BB4      | Tania do Nascimento           |    22 | London               | Shop Assistant                             | 8th - Evicted     |
|  44 | BB4      | Jon Tickle                    |    29 | Surrey               | Unemployed                                 | 9th - Evicted     |
|  45 | BB4      | Federico Martone              |    23 | Glasgow              | Waiter                                     | 10th - Evicted    |
|  46 | BB4      | Sissy (Joanne) Rooney         |    26 | Liverpool            | Store Assistant                            | 11th - Evicted    |
|  47 | BB4      | Justine Sellman               |    27 | Leeds                | Sales assistant                            | 12th - Evicted    |
|  48 | BB4      | Anouska Golebiewski           |    20 | Manchester           | Nursery Assistant                          | 13th - Evicted    |
|  49 | BB5      | Nadia Almada                  |    27 | London               | Store Assistant                            | 1st - Winner      |
|  50 | BB5      | Jason Cowan                   |    30 | South Lanarkshire    | Air Steward                                | 2nd - Runner-up   |
|  51 | BB5      | Daniel Bryan                  |    30 | Hull                 | Hairdresser                                | 3rd - Third Place |
|  52 | BB5      | Shell (Michelle) Jubin        |    22 | Glasgow              | Student                                    | 4th - Evicted     |
|  53 | BB5      | Stuart Wilson                 |    20 | Cheshire             | Student                                    | 5th - Evicted     |
|  54 | BB5      | Michelle Bass                 |    23 | Newcastle            | Mortgage Advisor                           | 6th - Evicted     |
|  55 | BB5      | Victor Ebuwa                  |    23 | London               | Singer/Songwriter                          | 7th - Evicted     |
|  56 | BB5      | Ahmed Aghil                   |    44 | Liverpool            | Property Developer                         | 8th - Evicted     |
|  57 | BB5      | Becki Seddiki                 |    33 | London               | Singer/Songwriter                          | 9th - Evicted     |
|  58 | BB5      | Marco Sabba                   |    21 | Middlesex            | Student                                    | 10th - Evicted    |
|  59 | BB5      | Vanessa Nimmo                 |    26 | Leeds                | Archery Champion                           | 11th - Evicted    |
|  60 | BB5      | Emma Greenwood                |    20 | Manchester           | Administrative Assistant                   | 12th - Ejected    |
|  61 | BB5      | Kitten Pinder                 |    24 | Brighton             | Anarchist/Human and Animal rights activist | 13th - Ejected    |
|  62 | BB6      | Anthony Hutton                |    23 | Newcastle            | 70s Dancer                                 | 1st - Winner      |
|  63 | BB6      | Eugene Sully                  |    27 | Crawley              | Student                                    | 2nd - Runner-up   |
|  64 | BB6      | Makosi Musambasi              |    24 | Buckinghamshire      | Cardiac Nurse                              | 3rd - Third Place |
|  65 | BB6      | Kinga Karolczak               |    20 | London               | Market Researcher                          | 4th - Evicted     |
|  66 | BB6      | Craig Coates                  |    20 | Norfolk              | Hair Stylist                               | 5th - Evicted     |
|  67 | BB6      | Derek Laud                    |    40 | London               | Speech Writer                              | 6th - Evicted     |
|  68 | BB6      | Orlaith McAllister            |    26 | Belfast              | Student/Model                              | 7th - Walked      |
|  69 | BB6      | Kemal Shahin                  |    19 | London               | Student/Male Belly dancer                  | 8th - Evicted     |
|  70 | BB6      | Science (Kieron) Harvey       |    22 | Leeds                | Entertainment Entrepreneur                 | 9th - Evicted     |
|  71 | BB6      | Vanessa Layton-McIntosh       |    19 | London               | Student                                    | 10th - Evicted    |
|  72 | BB6      | Maxwell Ward                  |    24 | London               | Maintenance engineer                       | 11th - Evicted    |
|  73 | BB6      | Saskia Howard-Clarke          |    23 | London               | Promotions Girl                            | 12th - Evicted    |
|  74 | BB6      | Roberto Conte                 |    32 | Liverpool            | Teacher                                    | 13th - Evicted    |
|  75 | BB6      | Sam Heuston                   |    23 | London               | Student                                    | 14th - Evicted    |
|  76 | BB6      | Lesley Sanderson              |    19 | Huddersfield         | Sales Assistant                            | 15th - Evicted    |
|  77 | BB6      | Mary O'Leary                  |    30 | Dublin               | Psychic advisor/Writer/White witch         | 16th - Evicted    |
|  78 | BB7      | Pete Bennett                  |    24 | Brighton             | Singer                                     | 1st - Winner      |
|  79 | BB7      | Glyn Wise                     |    18 | North Wales          | Student/Lifeguard                          | 2nd - Runner-up   |
|  80 | BB7      | Aisleyne Horgan-Wallace       |    27 | London               | Model/Promotions Girl                      | 3rd - Third Place |
|  81 | BB7      | Richard Newman                |    33 | Northampton          | Waiter                                     | 4th - Evicted     |
|  82 | BB7      | Nikki Grahame                 |    24 | London               | Model/Dancer                               | 5th - Evicted     |
|  83 | BB7      | Jennie Corner                 |    18 | Liverpool            | Barmaid/student                            | 6th - Evicted     |
|  84 | BB7      | Imogen Thomas                 |    23 | Llanelli             | Bar Hostess                                | 7th - Evicted     |
|  85 | BB7      | Susie Verrico                 |    43 | Kent                 | Model                                      | 8th - Evicted     |
|  86 | BB7      | Mikey Dalton                  |    22 | Liverpool            | Software Developer/Model                   | 9th - Evicted     |
|  87 | BB7      | Spiral (Glen) Coroner         |    22 | Dublin               | DJ/Rapper                                  | 10th - Evicted    |
|  88 | BB7      | Michael Cheshire              |    23 | Manchester           | Student                                    | 11th - Evicted    |
|  89 | BB7      | Jayne Kitt                    |    36 | Berkshire            | Recruitment adviser                        | 12th - Evicted    |
|  90 | BB7      | Lea Walker                    |    35 | Nottingham           | Porn Star/Model                            | 13th - Evicted    |
|  91 | BB7      | Jonathan Leonard              |    24 | Cumbria              | Doorman                                    | 14th - Evicted    |
|  92 | BB7      | Lisa Huo                      |    27 | Manchester           | Upholsterer                                | 15th - Evicted    |
|  93 | BB7      | Grace Adams-Short             |    20 | London               | Dance Teacher                              | 16th - Evicted    |
|  94 | BB7      | Sam Brodie                    |    19 | Ayr                  | Nail Technician                            | 17th - Evicted    |
|  95 | BB7      | Sezer Yurtseven               |    26 | London               | Stock Broker/Property Developer            | 18th - Evicted    |
|  96 | BB7      | George Askew                  |    19 | London               | Student                                    | 19th - Walked     |
|  97 | BB7      | Bonnie Holt                   |    19 | Leicester            | Care Worker                                | 20th - Evicted    |
|  98 | BB7      | Dawn Blake                    |    38 | Birmingham           | Exercise Scientist                         | 21st - Ejected    |
|  99 | BB7      | Shahbaz Chauhdry              |    37 | Glasgow              | Unemployed                                 | 22nd - Walked     |
| 100 | BB8      | Brian (Olawale) Belo          |    19 | Essex                | Data Clerk                                 | 1st - Winner      |
| 101 | BB8      | Amanda Marchant               |    18 | Stoke-on-Trent       | Student                                    | 2nd - Runner-up   |
| 102 | BB8      | Sam Marchant                  |    18 | Stoke-on-Trent       | Student                                    | 2nd - Runner-up   |
| 103 | BB8      | Liam McGough                  |    22 | County Durham        | Tree Surgeon                               | 3rd - Third Place |
| 104 | BB8      | Ziggy (Zac) Lichman           |    26 | London               | Model                                      | 4th - Evicted     |
| 105 | BB8      | Carole Vincent                |    53 | London               | Sexual Health Worker                       | 5th - Evicted     |
| 106 | BB8      | Jonty Stern                   |    36 | London               | Museum assistant                           | 6th - Evicted     |
| 107 | BB8      | Kara-Louise Horne             |    22 | London               | Student                                    | 7th - Evicted     |
| 108 | BB8      | Tracey Barnard                |    36 | Cambridge            | Cleaner                                    | 8th - Evicted     |
| 109 | BB8      | Gerasimos Stergiopoulos       |    31 | London               | Gallery Researcher                         | 9th - Evicted     |
| 110 | BB8      | Amy Alexandra                 |    21 | Grimsby              | Glamour Model                              | 10th - Evicted    |
| 111 | BB8      | David Parnaby                 |    25 | Ayr                  | Visual Manager                             | 11th - Evicted    |
| 112 | BB8      | Shanessa Reilly               |    26 | Cardiff              | Care Assistant/Stripper                    | 12th - Evicted    |
| 113 | BB8      | Chanelle Hayes                |    19 | Yorkshire            | Student                                    | 13th - Walked     |
| 114 | BB8      | Charley Uchea                 |    21 | London               | Unemployed                                 | 14th - Evicted    |
| 115 | BB8      | Nicky Maxwell                 |    27 | Hertfordshire        | Bank Worker                                | 15th - Evicted    |
| 116 | BB8      | Laura Williams                |    23 | South Wales          | Nanny                                      | 16th - Evicted    |
| 117 | BB8      | Jonathan Durden               |    49 | London               | Entrepreneur                               | 17th - Walked     |
| 118 | BB8      | Billi Bhatti                  |    25 | London               | Model                                      | 18th - Evicted    |
| 119 | BB8      | Seány O'Kane                 |    25 | Derry                | Charity Worker                             | 19th - Evicted    |
| 120 | BB8      | Shabnam Paryani               |    22 | London               | Receptionist                               | 20th - Evicted    |
| 121 | BB8      | Lesley Brain                  |    60 | Gloucestershire      | Retired                                    | 21st - Walked     |
| 122 | BB8      | Emily Parr                    |    19 | Bristol              | Student                                    | 22nd - Ejected    |
| 123 | BB9      | Rachel Rice                   |    24 | Torfaen              | Trainee Teacher/Actress                    | 1st - Winner      |
| 124 | BB9      | Mikey (Michael) Hughes        |    33 | Glasgow              | Radio Producer                             | 2nd - Runner-up   |
| 125 | BB9      | Sara Folino                   |    27 | London               | Personal Assistant                         | 3rd - Third Place |
| 126 | BB9      | Rex Newmark                   |    24 | London               | Chef                                       | 4th - Evicted     |
| 127 | BB9      | Darnell Swallow               |    26 | Suffolk              | Songwriter                                 | 5th - Evicted     |
| 128 | BB9      | Kathreya Kasisopa             |    30 | Kent                 | Massage Therapist                          | 6th - Evicted     |
| 129 | BB9      | Mohamed Mohamed               |    23 | London               | Toy Demonstrator                           | 7th - Evicted     |
| 130 | BB9      | Lisa Appleton                 |    40 | Cheshire             | Beauty and Tanning Sales Rep               | 8th - Evicted     |
| 131 | BB9      | Nicole Cammack                |    19 | Surrey               | Student                                    | 9th - Evicted     |
| 132 | BB9      | Stuart Pilkington             |    25 | Manchester           | Personal Trainer/Property Developer        | 10th - Evicted    |
| 133 | BB9      | Dale Howard                   |    21 | Liverpool            | Student/Part time DJ                       | 11th - Evicted    |
| 134 | BB9      | Luke Marsden                  |    20 | Bolton               | Student                                    | 12th - Evicted    |
| 135 | BB9      | Maysoon Shaladi               |    28 | Hertfordshire        | Model                                      | 13th - Walked     |
| 136 | BB9      | Rebecca Shiner                |    21 | Coventry             | Nursery Nurse                              | 14th - Evicted    |
| 137 | BB9      | Belinda Harris-Reid           |    44 | Exeter               | Theatre Director                           | 15th - Evicted    |
| 138 | BB9      | Mario Marconi (Shaun Astbury) |    43 | Cheshire             | Civil Servant                              | 16th - Evicted    |
| 139 | BB9      | Jennifer Clark                |    22 | County Durham        | Model                                      | 17th - Evicted    |
| 140 | BB9      | Sylvia Barrie                 |    21 | London               | Student                                    | 18th - Evicted    |
| 141 | BB9      | Dennis McHugh                 |    23 | Edinburgh            | Dance Teacher                              | 19th - Ejected    |
| 142 | BB9      | Alexandra De-Gale             |    23 | Surrey               | Accounts Clerk                             | 20th - Ejected    |
| 143 | BB9      | Stephanie McMichael           |    19 | Liverpool            | Student                                    | 21st - Evicted    |
| 144 | BB10     | Sophie (Dogface) Reade        |    20 | Cheshire             | Model                                      | 1st - Winner      |
| 145 | BB10     | Siavash Sabbaghpour           |    23 | London               | Event Organiser/Stylist/Model              | 2nd - Runner-up   |
| 146 | BB10     | David Ramsden                 |    28 | Yorkshire            | Clothing Recycler                          | 3rd - Third Place |
| 147 | BB10     | Charlie Drummond              |    22 | Newcastle            | Jobcentre Advisor                          | 4th - Evicted     |
| 148 | BB10     | Rodrigo Lopes                 |    23 | Manchester           | Student                                    | 5th - Evicted     |
| 149 | BB10     | Lisa Wallace                  |    41 | Birmingham           | Unemployed                                 | 6th - Evicted     |
| 150 | BB10     | Marcus Akin                   |    35 | London               | Carpenter/Glazier                          | 7th - Evicted     |
| 151 | BB10     | Bea Hamill                    |    24 | Bristol              | Recruitment Consultant                     | 8th - Evicted     |
| 152 | BB10     | Freddie (Halfwit) Fisher      |    23 | Shropshire           | Web Programmer                             | 9th - Evicted     |
| 153 | BB10     | Hira Habibshah                |    25 | Dublin               | Fashion Designer                           | 10th - Evicted    |
| 154 | BB10     | Isaac Stout                   |    23 | Ohio, USA            | Bar Manager                                | 11th - Walked     |
| 155 | BB10     | Noirin Kelly                  |    25 | Dublin               | Retail Manager                             | 12th - Evicted    |
| 156 | BB10     | Tom Oliver                    |    27 | Northampton          | Yacht Importer                             | 13th - Walked     |
| 157 | BB10     | Kenneth Tong                  |    24 | Edinburgh            | Self Employed                              | 14th - Walked     |
| 158 | BB10     | Karly Ashworth                |    21 | Fife                 | Unemployed/Model                           | 15th - Evicted    |
| 159 | BB10     | Kris Donnelly                 |    24 | Manchester           | Visual Merchandiser                        | 16th - Evicted    |
| 160 | BB10     | Sree Desari                   |    25 | Hertfordshire        | Student Union President                    | 17th - Evicted    |
| 161 | BB10     | Angel McKenzie                |    35 | London               | Professional Boxer                         | 18th - Evicted    |
| 162 | BB10     | Cairon Austin-Hill            |    18 | London               | Student                                    | 19th - Evicted    |
| 163 | BB10     | Sophia Brown                  |    26 | London               | Private Banking Assistant                  | 20th - Evicted    |
| 164 | BB10     | Saffia Corden                 |    27 | Nottingham           | Dental Nurse                               | 21st - Walked     |
| 165 | BB10     | Beinazir Lasharie             |    28 | London               | Receptionist                               | 22nd - Evicted    |
| 166 | BB11     | Josie Gibson                  |    25 | Bristol              | Financial sales rep                        | 1st - Winner      |
| 167 | BB11     | Dave (David) Vaughan          |    39 | Torfaen              | Minister                                   | 2nd - Runner-up   |
| 168 | BB11     | Mario Mugan                   |    28 | Essex                | Unemployed                                 | 3rd - Third Place |
| 169 | BB11     | JJ (Joe-John Daniel) Bird     |    23 | London               | Professional boxer/barman                  | 4th - Evicted     |
| 170 | BB11     | Andrew Edmonds                |    19 | Dorset               | Student                                    | 5th - Evicted     |
| 171 | BB11     | John James Parton             |    24 | Melbourne, Australia | Vehicle bodybuilder                        | 6th - Evicted     |
| 172 | BB11     | Sam (Samuel) Pepper           |    21 | Kent                 | Graffiti artist                            | 7th - Evicted     |
| 173 | BB11     | Corin Forshaw                 |    29 | Manchester           | Retail worker                              | 8th - Evicted     |
| 174 | BB11     | Steve (Steven) Gill           |    40 | Leicester            | Unemployed                                 | 9th - Evicted     |
| 175 | BB11     | Jo Butler                     |    41 | Luton                | Makeup artist                              | 10th - Evicted    |
| 176 | BB11     | Rachel Ifon                   |    28 | Liverpool            | Flight Attendant                           | 11th - Evicted    |
| 177 | BB11     | Ben (Benjamin) Duncan         |    30 | London               | Writer and broadcaster                     | 12th - Evicted    |
| 178 | BB11     | Laura McAdam                  |    20 | Warwickshire         | Sales assistant                            | 13th - Walked     |
| 179 | BB11     | Keeley Johnson                |    30 | Manchester           | Travel Agency Manager                      | 14th - Injury     |
| 180 | BB11     | Caoimhe Guilfoyle             |    22 | Dublin               | DJ                                         | 15th - Walked     |
| 181 | BB11     | Ife Kuku                      |    25 | Milton Keynes        | Dancer                                     | 16th - Evicted    |
| 182 | BB11     | Nathan Dunn                   |    25 | Bradford             | Joiner                                     | 17th - Evicted    |
| 183 | BB11     | Shabby (Keeley) Katchadourian |    24 | London               | Film maker                                 | 18th - Walked     |
| 184 | BB11     | Sunshine (Yvette) Martyn      |    24 | Peterborough         | Medical student                            | 19th - Evicted    |
| 185 | BB11     | Govan Hinds                   |    21 | Leicester            | Voluntary worker                           | 20th - Evicted    |
| 186 | BB11     | Rachael White                 |    25 | Nottingham           | Hair stylist                               | 21st - Evicted    |
| 187 | BB12     | Aaron Allard-Morgan           |    30 | Weston-super-Mare    | Contract manager                           | 1st - Winner      |
| 188 | BB12     | Jay McKray                    |    27 | Newcastle            | Plumber/Fitness Instructor/DJ/barber       | 2nd - Runner-up   |
| 189 | BB12     | Alex Lee                      |    18 | Newcastle            | Crew Member at McDonalds                   | 3rd - Third Place |
| 190 | BB12     | Louise Cliffe                 |    25 | Manchester           | Model/Actress                              | 4th - Evicted     |
| 191 | BB12     | Tom O'Connell                 |    20 | Birmingham           | Sales Assistant                            | 5th - Evicted     |
| 192 | BB12     | Faye Palmer                   |    20 | Tamworth             | Professional Wrestler                      | 6th - Evicted     |
| 193 | BB12     | Harry Blake                   |    23 | Cheshire             | Marketing Director/Business Investor       | 7th - Evicted     |
| 194 | BB12     | Jem Palmer                    |    28 | Tamworth             | Professional Wrestler                      | 8th - Walked      |
| 195 | BB12     | Anton Murphy                  |    23 | London               | Musician                                   | 9th - Evicted     |
| 196 | BB12     | Aden Theobald                 |    19 | London               | Student                                    | 10th - Evicted    |
| 197 | BB12     | Maisy James                   |    19 | Kent                 | Store Assistant                            | 11th - Evicted    |
| 198 | BB12     | Mark Henderson                |    28 | London               | Sales                                      | 12th - Walked     |
| 199 | BB12     | Heaven Afrika                 |    30 | London               | Model/Holistic Healer                      | 13th - Evicted    |
| 200 | BB12     | Rebeckah Vaughan              |    28 | Wirral               | Hostess/Entrepreneur                       | 14th - Evicted    |
| 201 | BB12     | Tashie Jackson                |    21 | Oxford               | Singer & Actress                           | 15th - Evicted    |
| 202 | BB13     | Luke Anderson                 |    31 | North Wales          | Development chef                           | 1st - Winner      |
| 203 | BB13     | Adam Kelly                    |    27 | Dudley               | Unemployed                                 | 2nd - Runner-up   |
| 204 | BB13     | Deana Uppal                   |    23 | Sandwell             | Model                                      | 3rd - Third Place |
| 205 | BB13     | Sara McLean                   |    22 | Edinburgh            | Student/Model                              | 4th - Evicted     |
| 206 | BB13     | Luke Scrase                   |    24 | Stoke-on-Trent       | Nightclub promoter                         | 5th - Evicted     |
| 207 | BB13     | Ashleigh Hughes               |    20 | Essex                | Retail Sales Supervisor                    | 6th - Evicted     |
| 208 | BB13     | Scott Mason                   |    21 | Cheshire             | Student                                    | 7th - Evicted     |
| 209 | BB13     | Conor McIntyre                |    24 | Derry                | Personal Trainer                           | 8th - Walked      |
| 210 | BB13     | Becky Hannon                  |    19 | Blackburn            | Student                                    | 9th - Evicted     |
| 211 | BB13     | Caroline Wharram              |    20 | London               | Unemployed                                 | 10th - Evicted    |
| 212 | BB13     | Lauren Carre                  |    20 | Jersey               | Student                                    | 11th - Evicted    |
| 213 | BB13     | Shievonne Robinson            |    28 | London               | Shop Assistant Manager                     | 12th - Evicted    |
| 214 | BB13     | Arron Lowe                    |    23 | Manchester           | Model                                      | 13th - Evicted    |
| 215 | BB13     | Lydia Louisa                  |    25 | Cheshire             | Dancer                                     | 14th - Evicted    |
| 216 | BB13     | Benedict Garrett              |    32 | Manchester           | Stripper/Porn Star                         | 15th - Evicted    |
| 217 | BB13     | Chris James                   |    21 | Luton                | Doorman                                    | 16th - Evicted    |
| 218 | BB13     | Victoria Eisermann            |    41 | Reading              | Model/Animal Rights Campaigner             | 17th - Evicted    |
| 219 | BB14     | Sam Evans                     |    23 | Llanelli             | Stockroom Assistant                        | 1st - Winner      |
| 220 | BB14     | Dexter Koh                    |    28 | London               | Celebrity publicist                        | 2nd - Runner-up   |
| 221 | BB14     | Gina Rio                      |    24 | London               | Socialite                                  | 3rd - Third Place |
| 222 | BB14     | Jack and Joe Glenny           |    18 | Hertfordshire        | Supermarket checkout assistants            | 4th - Evicted     |
| 223 | BB14     | Charlie Travers               |    26 | Hertfordshire        | Receptionist                               | 5th - Evicted     |
| 224 | BB14     | Sophie Lawrence               |    20 | London               | Dental Nurse                               | 6th - Evicted     |
| 225 | BB14     | Hazel O'Sullivan              |    24 | Dublin               | Glamour Model                              | 7th - Evicted     |
| 226 | BB14     | Callum Knell                  |    28 | Kent                 | Sports coach                               | 8th - Evicted     |
| 227 | BB14     | Dan Neal                      |    33 | London               | Unemployed                                 | 9th - Evicted     |
| 228 | BB14     | Jackie Travers                |    59 | Hertfordshire        | Dance Instructor                           | 10th - Evicted    |
| 229 | BB14     | Daley Ojuederie               |    28 | London               | Professional Boxer                         | 11th - Ejected    |
| 230 | BB14     | Wolfy Millington              |    20 | Bolton               | Student                                    | 12th - Evicted    |
| 231 | BB14     | Jemima Slade                  |    41 | London               | Dating website owner                       | 13th - Evicted    |
| 232 | BB14     | Sallie Axl                    |    26 | Wirral               | Glamour Model                              | 14th - Evicted    |
| 233 | TBB      | Paul Brennan                  |    18 | Belfast              | Student                                    | 1st - Winner      |
| 234 | TBB      | Caroline Cloke                |    18 | Kent                 | Student                                    | 2nd - Runner-up   |
| 235 | TBB      | Tracey Fowler                 |    18 | Cheshire             | Student                                    | 3rd - Third Place |
| 236 | TBB      | Tommy Wright                  |    18 | Dorset               | Student                                    | 4th - Evicted     |
| 237 | TBB      | Jade Dyer                     |    18 | Suffolk              | Student                                    | 5th - Evicted     |
| 238 | TBB      | James Kelly                   |    18 | Glasgow              | Student                                    | 6th - Ejected     |
| 239 | TBB      | Shaneen Dawkins               |    18 | Leeds                | Student                                    | 7th - Evicted     |
| 240 | TBB      | Hasan Shah                    |    18 | London               | Student                                    | 8th - Evicted     |
| 241 | BB:CH    | John Loughton                 |    20 | Edinburgh            | Politician                                 | 1st - Winner      |
| 242 | BB:CH    | Emilia Arata                  |    18 | Birmingham           | Circus Performer                           | 2nd - Runner-up   |
| 243 | BB:CH    | Amy Jackson                   |    21 | Oxford               | Conceptual Artist                          | 3rd - Third Place |
| 244 | BB:CH    | Anthony Ogogo                 |    19 | Suffolk              | Boxer                                      | 4th - Evicted     |
| 245 | BB:CH    | Jeremy Metcalfe               |    19 | Hampshire            | Racing Driver                              | 5th - Evicted     |
| 246 | BB:CH    | Nathan Fagan-Gayle            |    21 | London               | Singer/Songwriter                          | 6th - Evicted     |
| 247 | BB:CH    | Calista Robertson             |    19 | London               | Classical Musician                         | 7th - Evicted     |
| 248 | BB:CH    | Jay Wilson                    |    19 | London               | Fashion Designer                           | 8th - Evicted     |
| 249 | BB:CH    | Latoya Satnarine              |    19 | London               | Dancer                                     | 9th - Evicted     |
| 250 | BB:CH    | Victor Arata                  |    19 | Birmingham           | Circus Performer                           | 10th - Evicted    |
| 251 | BB:CH    | Liam Young                    |    19 | Liverpool            | Entrepreneur                               | 11th - Evicted    |
| 252 | BB:CH    | Jade Eden                     |    21 | London               | Beauty Queen                               | 12th - Evicted    |
| 253 | BBP      | Anouska Golebiewski           |    22 | Manchester           | Participated in BB4                        | Not competing     |
| 254 | BBP      | Jade Goody                    |    23 | London               | Participated in BB3                        | Not competing     |
| 255 | BBP      | Kitten Pinder                 |    25 | Brighton             | Participated in BB5                        | Not competing     |
| 256 | BBP      | Marco Sabba                   |    21 | Middlesex            | Participated in BB5                        | Not competing     |
| 257 | BBP      | Mel (Melanie) Hill            |    30 | London               | Participated in BB1                        | Not competing     |
| 258 | BBP      | Narinder Kaur                 |    23 | Leicester            | Participated in BB2                        | Not competing     |
| 259 | BBP      | Nick Bateman                  |    37 | Kent                 | Participated in BB1                        | Not competing     |
| 260 | BBP      | Spencer Smith                 |    25 | Cambridge            | Participated in BB3                        | Not competing     |
| 261 | BBP      | Tim Culley                    |    22 | Worcester            | Participated in BB3                        | Not competing     |
| 262 | BBP      | Victor Ebuwa                  |    23 | London               | Participated in BB5                        | Not competing     |
| 263 | UBB      | Brian Dowling                 |    32 | County Kildare       | Participated in BB2                        | 1st - Winner      |
| 264 | UBB      | Nikki Grahame                 |    28 | London               | Participated in BB7                        | 2nd - Runner-up   |
| 265 | UBB      | Chantelle Houghton            |    27 | Essex                | Participated in CBB5                       | 3rd - Third Place |
